order,y_coordinate,x_coordinate,r,g,b,answers
287,3,39,134,30,78,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Purple']"
288,3,40,137,28,66,"['Red', 'Purple', 'Red', 'Purple', 'Purple', 'Brown', 'Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Purple']"
289,2,0,49,49,49,"['Gray', 'Black', 'Black', 'Black', 'Gray', 'Gray', 'Black', 'Gray']"
290,2,1,96,17,46,"['Purple', 'Red', 'Purple', 'Red', 'Brown', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Red', 'Brown']"
291,2,2,98,17,38,"['Purple', 'Purple', 'Purple', 'Red', 'Red', 'Brown', 'Purple', 'Purple', 'Purple', 'Red', 'Brown', 'Brown', 'Brown', 'Purple']"
292,2,3,97,19,29,"['Brown', 'Purple', 'Red', 'Brown', 'Purple', 'Brown', 'Red', 'Purple', 'Brown', 'Purple', 'Brown', 'Red', 'Red', 'Purple', 'Purple']"
293,2,4,87,32,26,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Purple', 'Red', 'Purple', 'Brown', 'Red', 'Brown', 'Brown', 'Black']"
294,2,5,76,40,29,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Brown', 'Purple', 'Brown', 'Brown', 'Brown']"
295,2,6,74,41,23,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Red', 'Brown', 'Brown', 'Brown']"
296,2,7,71,43,18,"['Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Green', 'Brown', 'Black', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']"
297,2,8,60,47,33,"['Brown', 'Brown', 'Brown', 'Brown', 'Black', 'Brown', 'Black', 'Black', 'Brown', 'Brown', 'Brown']"
298,2,9,58,48,32,"['Brown', 'Brown', 'Black', 'Brown', 'Brown', 'Brown', 'Black', 'Black', 'Black', 'Gray', 'Brown', 'Brown', 'Brown', 'Brown']"
299,2,10,56,49,32,"['Black', 'Black', 'Black', 'Gray', 'Brown', 'Black', 'Brown', 'Gray', 'Brown', 'Black', 'Gray', 'Brown', 'Brown', 'Black']"
300,2,11,53,50,32,"['Black', 'Brown', 'Brown', 'Gray', 'Black', 'Black', 'Brown', 'Black', 'Black', 'Black', 'Gray', 'Brown', 'Gray', 'Green', 'Brown', 'Brown', 'Gray', 'Green']"
301,2,12,51,50,34,"['Black', 'Brown', 'Brown', 'Black', 'Brown', 'Gray', 'Brown', 'Gray', 'Black', 'Black', 'Brown', 'Brown', 'Gray', 'Brown']"
302,2,13,48,51,36,"['Black', 'Green', 'Black', 'Gray', 'Green', 'Brown', 'Gray', 'Black', 'Black', 'Gray', 'Green', 'Black', 'Green', 'Gray', 'Black']"
303,2,14,46,51,38,"['Black', 'Black', 'Black', 'Gray', 'Gray', 'Black', 'Black', 'Black', 'Gray', 'Green', 'Gray', 'Green', 'Brown', 'Black', 'Brown']"
304,2,15,34,55,26,"['Green', 'Green', 'Green', 'Green', 'Black', 'Black', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black']"
305,2,16,28,55,32,"['Brown', 'Green', 'Gray', 'Gray', 'Green', 'Black', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
306,2,17,22,56,38,"['Gray', 'Gray', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Green']"
307,2,18,0,59,38,"['Black', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black']"
308,2,19,0,59,43,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black']"
309,2,20,0,59,47,"['Green', 'Gray', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
310,2,21,6,56,51,"['Black', 'Green', 'Green', 'Green', 'Black', 'Green', 'Blue', 'Blue', 'Turquoise', 'Green', 'Green', 'Gray', 'Gray', 'Gray']"
311,2,22,2,56,56,"['Black', 'Black', 'Gray', 'Green', 'Black', 'Green', 'Turquoise', 'Blue', 'Turquoise', 'Green', 'Blue', 'Green', 'Gray', 'Green']"
312,2,23,0,56,59,"['Gray', 'Green', 'Blue', 'Green', 'Gray', 'Green', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Gray', 'Green', 'Black', 'Blue']"
313,2,24,0,55,64,"['Turquoise', 'Gray', 'Green', 'Blue', 'Turquoise', 'Blue', 'Black', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise']"
314,2,25,0,55,67,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Black', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Blue', 'Blue', 'Blue']"
315,2,26,3,54,70,"['Blue', 'Blue', 'Gray', 'Blue', 'Blue', 'Black', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Black', 'Blue', 'Blue', 'Blue']"
316,2,27,0,55,85,"['Blue', 'Blue', 'Silver', 'Black', 'Blue', 'Black', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
317,2,28,0,54,87,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
318,2,29,0,52,89,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Black']"
319,2,30,0,49,103,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
320,2,31,39,40,112,"['Purple', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
321,2,32,56,39,96,"['Purple', 'Purple', 'Blue', 'Black', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
322,2,33,67,35,91,"['Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Black', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
323,2,34,73,32,87,"['Purple', 'Purple', 'Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple']"
324,2,35,70,37,74,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Black', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
325,2,36,74,35,71,"['Purple', 'Purple', 'Purple', 'Black', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Purple', 'Purple']"
326,2,37,87,24,72,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
327,2,38,90,22,65,"['Purple', 'Gray', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple']"
328,2,39,92,20,60,"['Purple', 'Purple', 'Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
329,2,40,94,19,54,"['Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
330,1,0,39,39,39,"['Black', 'Gray', 'Black', 'Gray', 'Black', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black']"
